trade_id,order_id,execution_price,execution_quantity,trade_timestamp,user_id,asset_id,order_intent,quantity,order_price,status,created_at,security,ticker,asset_type,num_shares
69,74,250.9500,4.0000,2026-08-07 14:45:00,9,28,BUY,4.0000,250.6000,FILLED,2026-08-07 14:30:00,Tesla Inc.,TSLA,equity,5.0000
70,75,98.7500,9.0000,2026-08-08 10:30:00,10,31,BUY,9.0000,98.5000,FILLED,2026-08-08 10:15:00,Prologis Inc.,PLD,equity,20.0000
71,76,386.0000,2.0000,2026-08-08 15:15:00,11,35,BUY,2.0000,385.7500,FILLED,2026-08-08 15:00:00,UnitedHealth Group Inc.,UNH,equity,8.0000
72,77,1.2900,75.0000,2026-08-09 10:45:00,12,38,BUY,75.0000,1.2800,FILLED,2026-08-09 10:30:00,Polkadot,DOT,crypto,200.0000
73,79,62.6000,8.0000,2026-08-10 10:15:00,14,44,BUY,8.0000,62.4000,FILLED,2026-08-10 10:00:00,Coca-Cola Company,KO,equity,22.0000
74,80,428.5000,30.0000,2026-08-10 14:30:00,15,47,BUY,30.0000,428.2000,FILLED,2026-08-10 14:15:00,SPDR S&P 500 ETF,SPY,etf,75.0000
75,81,381.8000,7.0000,2026-08-11 10:45:00,1,2,BUY,7.0000,381.5000,FILLED,2026-08-11 10:30:00,Microsoft Corporation,MSFT,equity,15.0000
76,82,615.0000,2.0000,2026-08-11 15:15:00,2,6,BUY,2.0000,614.8000,FILLED,2026-08-11 15:00:00,NVIDIA Corporation,NVDA,equity,8.0000
77,83,156.5000,4.0000,2026-08-12 10:00:00,3,10,BUY,4.0000,156.2000,FILLED,2026-08-12 09:45:00,Johnson & Johnson,JNJ,equity,20.0000
78,85,240.0000,22.0000,2026-08-13 10:15:00,5,18,BUY,22.0000,239.8000,FILLED,2026-08-13 10:00:00,Vanguard Total Market ETF,VTI,etf,60.0000
79,86,170.5000,3.0000,2026-08-13 14:55:00,6,21,BUY,3.0000,170.2000,FILLED,2026-08-13 14:40:00,Tesla Inc.,TSLA,equity,8.0000
80,87,432.0000,12.0000,2026-08-14 10:30:00,7,24,SELL,12.0000,432.1000,FILLED,2026-08-14 10:15:00,Vanguard Total Market ETF,VTI,etf,45.0000
81,88,184.0000,6.0000,2026-08-14 12:45:00,8,26,BUY,6.0000,183.8000,FILLED,2026-08-14 12:30:00,Apple Inc.,AAPL,equity,12.0000
82,89,429.3000,6.0000,2026-08-15 11:00:00,9,29,BUY,6.0000,429.1000,FILLED,2026-08-15 10:45:00,Bitcoin,BTC,crypto,1.2500
83,90,81.5000,3.5000,2026-08-15 15:30:00,10,32,BUY,7.0000,81.2000,PARTIALLY_FILLED,2026-08-15 15:15:00,Realty Income Corp,O,equity,25.0000
84,91,295.7500,4.0000,2026-08-16 10:15:00,11,36,BUY,4.0000,295.5000,FILLED,2026-08-16 10:00:00,Eli Lilly and Company,LLY,equity,10.0000
85,92,2521.0000,8.0000,2026-08-16 14:45:00,12,37,BUY,8.0000,2520.6000,FILLED,2026-08-16 14:30:00,Ethereum,ETH,crypto,25.0000
86,93,626.0000,2.0000,2026-08-17 10:05:00,13,40,SELL,2.0000,625.8000,FILLED,2026-08-17 09:50:00,NVIDIA Corporation,NVDA,equity,10.0000
87,94,155.0000,6.0000,2026-08-17 13:15:00,14,43,BUY,6.0000,154.7000,FILLED,2026-08-17 13:00:00,Chevron Corporation,CVX,equity,18.0000
88,95,425.0000,25.0000,2026-08-18 10:45:00,15,46,BUY,25.0000,424.5000,FILLED,2026-08-18 10:30:00,Vanguard S&P 500 ETF,VOO,etf,100.0000
89,96,428.5000,10.0000,2026-08-18 16:00:00,1,3,BUY,10.0000,428.2000,FILLED,2026-08-18 15:45:00,Vanguard S&P 500 ETF,VOO,etf,40.0000
90,97,147.0000,4.0000,2026-08-19 10:30:00,2,7,BUY,4.0000,146.8000,FILLED,2026-08-19 10:15:00,Alphabet Inc.,GOOGL,equity,5.0000
91,98,144.0000,10.0000,2026-08-19 14:15:00,3,11,BUY,10.0000,143.5000,FILLED,2026-08-19 14:00:00,Procter & Gamble Co.,PG,equity,40.0000
92,99,0.9700,80.0000,2026-08-20 10:15:00,4,15,BUY,80.0000,0.9600,FILLED,2026-08-20 10:00:00,Cardano,ADA,crypto,500.0000
93,100,241.5000,15.0000,2026-08-20 13:45:00,5,19,SELL,15.0000,241.2000,FILLED,2026-08-20 13:30:00,Berkshire Hathaway Inc.,BRK.B,equity,5.0000
94,101,390.7500,2.0000,2026-08-21 11:00:00,6,22,BUY,2.0000,390.5000,FILLED,2026-08-21 10:45:00,Shopify Inc.,SHOP,equity,6.0000
95,102,427.0000,12.0000,2026-08-21 15:15:00,7,23,BUY,12.0000,426.8000,FILLED,2026-08-21 15:00:00,Vanguard S&P 500 ETF,VOO,etf,55.0000
96,103,375.0000,2.5000,2026-08-22 10:05:00,8,25,BUY,5.0000,374.8000,PARTIALLY_FILLED,2026-08-22 09:50:00,Microsoft Corporation,MSFT,equity,18.0000
97,104,253.5000,1.0000,2026-08-22 14:30:00,9,28,SELL,1.0000,253.2000,FILLED,2026-08-22 14:15:00,Tesla Inc.,TSLA,equity,5.0000
98,105,97.1000,11.0000,2026-08-23 10:45:00,10,31,BUY,11.0000,96.8000,FILLED,2026-08-23 10:30:00,Prologis Inc.,PLD,equity,20.0000
99,106,159.6000,5.0000,2026-08-23 13:15:00,11,34,BUY,5.0000,159.4000,FILLED,2026-08-23 13:00:00,Johnson & Johnson,JNJ,equity,30.0000
100,107,1.3100,60.0000,2026-08-24 10:30:00,12,38,BUY,60.0000,1.3000,FILLED,2026-08-24 10:15:00,Polkadot,DOT,crypto,200.0000
101,108,2505.8000,5.0000,2026-08-24 15:45:00,13,42,BUY,6.0000,2505.4000,FILLED,2026-08-24 15:30:00,Ethereum,ETH,crypto,5.0000
102,109,62.0000,4.0000,2026-08-25 10:15:00,14,44,SELL,4.0000,61.8000,FILLED,2026-08-25 10:00:00,Coca-Cola Company,KO,equity,22.0000
103,110,430.0000,18.0000,2026-08-25 15:00:00,15,47,BUY,18.0000,429.6000,FILLED,2026-08-25 14:45:00,SPDR S&P 500 ETF,SPY,etf,75.0000
104,111,189.0000,3.0000,2026-08-26 10:35:00,1,1,BUY,3.0000,188.7000,FILLED,2026-08-26 10:20:00,Apple Inc.,AAPL,equity,25.0000
105,112,245.0000,4.0000,2026-08-26 14:05:00,2,5,BUY,4.0000,244.9000,FILLED,2026-08-26 13:50:00,Tesla Inc.,TSLA,equity,12.0000
106,113,60.5000,5.0000,2026-08-27 10:15:00,3,9,BUY,5.0000,60.3000,FILLED,2026-08-27 10:00:00,Coca-Cola Company,KO,equity,30.0000
107,115,79.8500,12.0000,2026-08-28 10:00:00,5,17,BUY,12.0000,79.7500,FILLED,2026-08-28 09:45:00,Vanguard Total Bond Market ETF,BND,etf,150.0000
108,116,175.0000,2.0000,2026-08-28 15:15:00,6,20,BUY,2.0000,174.5000,FILLED,2026-08-28 15:00:00,Amazon.com Inc.,AMZN,equity,4.0000
109,117,430.5000,14.0000,2026-08-29 10:45:00,7,24,BUY,14.0000,430.2500,FILLED,2026-08-29 10:30:00,Vanguard Total Market ETF,VTI,etf,45.0000
110,118,81.3000,30.0000,2026-08-29 13:30:00,8,27,BUY,30.0000,81.1000,FILLED,2026-08-29 13:15:00,Vanguard Total Bond Market ETF,BND,etf,80.0000
111,119,427.2000,7.0000,2026-08-30 11:00:00,9,30,BUY,7.0000,426.9000,FILLED,2026-08-30 10:45:00,SPDR S&P 500 ETF,SPY,etf,35.0000
112,120,431.0000,9.0000,2026-08-30 14:35:00,10,33,BUY,9.0000,430.8000,FILLED,2026-08-30 14:20:00,Vanguard S&P 500 ETF,VOO,etf,30.0000
113,121,387.5000,3.0000,2026-08-31 10:15:00,11,35,BUY,3.0000,387.2000,FILLED,2026-08-31 10:00:00,UnitedHealth Group Inc.,UNH,equity,8.0000
114,122,0.8600,50.0000,2026-08-31 15:45:00,12,39,BUY,50.0000,0.8500,FILLED,2026-08-31 15:30:00,Chainlink,LINK,crypto,100.0000
125,133,381.0000,5.0000,2026-08-01 10:30:00,1,2,BUY,5.0000,380.8000,FILLED,2026-08-01 10:15:00,Microsoft Corporation,MSFT,equity,15.0000
126,134,613.7500,1.0000,2026-08-01 14:45:00,2,6,BUY,1.0000,613.5000,FILLED,2026-08-01 14:30:00,NVIDIA Corporation,NVDA,equity,8.0000
127,135,158.0000,6.0000,2026-08-02 10:05:00,3,10,BUY,6.0000,157.8000,FILLED,2026-08-02 09:50:00,Johnson & Johnson,JNJ,equity,20.0000
128,136,2481.0000,2.0000,2026-08-02 13:30:00,4,14,BUY,2.0000,2480.2000,FILLED,2026-08-02 13:15:00,Ethereum,ETH,crypto,15.0000
129,137,240.0000,18.0000,2026-08-03 10:45:00,5,19,BUY,18.0000,239.5000,FILLED,2026-08-03 10:30:00,Berkshire Hathaway Inc.,BRK.B,equity,5.0000
130,138,389.5000,2.0000,2026-08-03 15:00:00,6,22,BUY,2.0000,389.2000,FILLED,2026-08-03 14:50:00,Shopify Inc.,SHOP,equity,6.0000
131,139,429.0000,9.0000,2026-08-04 10:15:00,7,24,BUY,9.0000,428.8000,FILLED,2026-08-04 10:00:00,Vanguard Total Market ETF,VTI,etf,45.0000
132,140,372.5000,6.0000,2026-08-04 15:35:00,8,25,BUY,6.0000,371.8000,FILLED,2026-08-04 15:20:00,Microsoft Corporation,MSFT,equity,18.0000
133,141,428.0000,5.0000,2026-08-05 11:00:00,9,30,BUY,5.0000,427.5000,FILLED,2026-08-05 10:45:00,SPDR S&P 500 ETF,SPY,etf,35.0000
134,142,429.5000,8.0000,2026-08-05 14:15:00,10,33,BUY,8.0000,429.2000,FILLED,2026-08-05 14:00:00,Vanguard S&P 500 ETF,VOO,etf,30.0000
155,163,190.7500,2.0000,2026-08-06 10:45:00,1,1,SELL,2.0000,190.5000,FILLED,2026-08-06 10:30:00,Apple Inc.,AAPL,equity,25.0000
156,164,242.5000,2.0000,2026-08-06 14:05:00,2,5,BUY,2.0000,242.2000,FILLED,2026-08-06 13:50:00,Tesla Inc.,TSLA,equity,12.0000
157,165,61.5000,7.0000,2026-08-07 10:15:00,3,9,BUY,7.0000,61.2000,FILLED,2026-08-07 10:00:00,Coca-Cola Company,KO,equity,30.0000
158,166,43950.0000,0.6000,2026-08-07 14:35:00,4,13,BUY,0.6000,43900.0000,FILLED,2026-08-07 14:20:00,Bitcoin,BTC,crypto,2.5000
159,167,81.0000,14.0000,2026-08-08 10:30:00,5,17,BUY,14.0000,80.8000,FILLED,2026-08-08 10:15:00,Vanguard Total Bond Market ETF,BND,etf,150.0000
160,168,173.5000,1.0000,2026-08-08 15:45:00,6,21,SELL,1.0000,173.1000,FILLED,2026-08-08 15:30:00,Tesla Inc.,TSLA,equity,8.0000
161,169,429.5000,11.0000,2026-08-09 11:00:00,7,24,BUY,11.0000,429.2000,FILLED,2026-08-09 10:45:00,Vanguard Total Market ETF,VTI,etf,45.0000
162,170,182.7500,7.0000,2026-08-09 14:15:00,8,26,BUY,7.0000,182.5000,FILLED,2026-08-09 14:00:00,Apple Inc.,AAPL,equity,12.0000
163,171,429.0000,3.0000,2026-08-10 10:45:00,9,29,BUY,3.0000,428.5000,FILLED,2026-08-10 10:30:00,Bitcoin,BTC,crypto,1.2500
164,172,82.5000,6.0000,2026-08-10 15:15:00,10,32,BUY,6.0000,82.3000,FILLED,2026-08-10 15:00:00,Realty Income Corp,O,equity,25.0000
165,173,158.0000,7.0000,2026-08-11 10:15:00,11,34,BUY,7.0000,157.8000,FILLED,2026-08-11 10:00:00,Johnson & Johnson,JNJ,equity,30.0000
166,174,2519.0000,9.0000,2026-08-11 14:30:00,12,37,BUY,9.0000,2518.7500,FILLED,2026-08-11 14:15:00,Ethereum,ETH,crypto,25.0000
167,175,622.7500,5.0000,2026-08-12 10:45:00,13,40,BUY,5.0000,622.4000,FILLED,2026-08-12 10:30:00,NVIDIA Corporation,NVDA,equity,10.0000
168,176,63.7500,9.0000,2026-08-12 15:15:00,14,44,BUY,9.0000,63.5000,FILLED,2026-08-12 15:00:00,Coca-Cola Company,KO,equity,22.0000
169,177,428.2500,28.0000,2026-08-13 11:00:00,15,47,BUY,28.0000,427.8000,FILLED,2026-08-13 10:45:00,SPDR S&P 500 ETF,SPY,etf,75.0000
170,178,381.5000,8.0000,2026-08-13 14:45:00,1,2,BUY,8.0000,381.2000,FILLED,2026-08-13 14:30:00,Microsoft Corporation,MSFT,equity,15.0000
171,179,617.0000,3.0000,2026-08-14 10:15:00,2,6,BUY,3.0000,616.5000,FILLED,2026-08-14 10:00:00,NVIDIA Corporation,NVDA,equity,8.0000
172,180,144.5000,7.0000,2026-08-14 15:30:00,3,11,BUY,7.0000,144.2000,FILLED,2026-08-14 15:15:00,Procter & Gamble Co.,PG,equity,40.0000
173,181,0.9800,90.0000,2026-08-15 10:45:00,4,15,BUY,90.0000,0.9700,FILLED,2026-08-15 10:30:00,Cardano,ADA,crypto,500.0000
174,182,239.0000,20.0000,2026-08-15 14:15:00,5,18,BUY,20.0000,238.5000,FILLED,2026-08-15 14:00:00,Vanguard Total Market ETF,VTI,etf,60.0000
175,183,389.0000,1.0000,2026-08-16 10:30:00,6,22,BUY,1.0000,388.8000,FILLED,2026-08-16 10:15:00,Shopify Inc.,SHOP,equity,6.0000
176,184,431.7500,6.0000,2026-08-16 16:00:00,7,24,SELL,6.0000,431.5000,FILLED,2026-08-16 15:45:00,Vanguard Total Market ETF,VTI,etf,45.0000
177,185,81.7500,32.0000,2026-08-17 10:15:00,8,27,BUY,32.0000,81.5000,FILLED,2026-08-17 10:00:00,Vanguard Total Bond Market ETF,BND,etf,80.0000
178,186,426.0000,4.0000,2026-08-17 13:45:00,9,30,BUY,4.0000,425.8000,FILLED,2026-08-17 13:30:00,SPDR S&P 500 ETF,SPY,etf,35.0000
179,187,429.2500,5.5000,2026-08-18 11:00:00,10,33,BUY,11.0000,428.5000,PARTIALLY_FILLED,2026-08-18 10:45:00,Vanguard S&P 500 ETF,VOO,etf,30.0000
180,188,386.5000,6.0000,2026-08-18 14:30:00,11,35,BUY,6.0000,386.2000,FILLED,2026-08-18 14:15:00,UnitedHealth Group Inc.,UNH,equity,8.0000
181,189,0.8700,45.0000,2026-08-19 10:45:00,12,39,BUY,45.0000,0.8600,FILLED,2026-08-19 10:30:00,Chainlink,LINK,crypto,100.0000
182,190,43250.0000,0.8000,2026-08-19 15:15:00,13,41,BUY,0.8000,43200.0000,FILLED,2026-08-19 15:00:00,Bitcoin,BTC,crypto,0.5000
183,191,155.5000,4.0000,2026-08-20 10:15:00,14,43,BUY,4.0000,155.3000,FILLED,2026-08-20 10:00:00,Chevron Corporation,CVX,equity,18.0000
184,192,424.0000,26.0000,2026-08-20 14:45:00,15,46,BUY,26.0000,423.5000,FILLED,2026-08-20 14:30:00,Vanguard S&P 500 ETF,VOO,etf,100.0000
185,193,43650.0000,0.2000,2026-08-21 10:35:00,1,4,BUY,0.2000,43600.0000,FILLED,2026-08-21 10:20:00,Bitcoin,BTC,crypto,0.8500
186,194,427.5000,18.0000,2026-08-21 15:15:00,2,8,BUY,18.0000,427.2000,FILLED,2026-08-21 15:00:00,SPDR S&P 500 ETF,SPY,etf,30.0000
187,195,96.7500,12.0000,2026-08-22 10:45:00,3,12,BUY,12.0000,96.5000,FILLED,2026-08-22 10:30:00,iShares Select Dividend ETF,DVY,etf,25.0000
188,196,187.0000,6.0000,2026-08-22 14:00:00,4,16,BUY,6.0000,186.8000,FILLED,2026-08-22 13:45:00,Solana,SOL,crypto,50.0000
189,197,240.7500,28.0000,2026-08-23 10:30:00,5,19,BUY,28.0000,240.5000,FILLED,2026-08-23 10:15:00,Berkshire Hathaway Inc.,BRK.B,equity,5.0000
190,198,172.5000,4.0000,2026-08-23 15:05:00,6,20,BUY,4.0000,172.2000,FILLED,2026-08-23 14:50:00,Amazon.com Inc.,AMZN,equity,4.0000
191,199,427.3000,13.0000,2026-08-24 10:15:00,7,23,BUY,13.0000,427.1000,FILLED,2026-08-24 10:00:00,Vanguard S&P 500 ETF,VOO,etf,55.0000
192,200,185.5000,9.0000,2026-08-24 15:45:00,8,26,BUY,9.0000,185.3000,FILLED,2026-08-24 15:30:00,Apple Inc.,AAPL,equity,12.0000
193,201,250.0000,6.0000,2026-08-25 11:00:00,9,28,BUY,6.0000,249.8000,FILLED,2026-08-25 10:45:00,Tesla Inc.,TSLA,equity,5.0000
194,202,99.5000,10.0000,2026-08-25 14:15:00,10,31,BUY,10.0000,99.2000,FILLED,2026-08-25 14:00:00,Prologis Inc.,PLD,equity,20.0000
195,203,158.7500,4.0000,2026-08-26 10:45:00,11,34,BUY,4.0000,158.5000,FILLED,2026-08-26 10:30:00,Johnson & Johnson,JNJ,equity,30.0000
196,204,2521.0000,7.0000,2026-08-26 15:15:00,12,37,BUY,7.0000,2520.8000,FILLED,2026-08-26 15:00:00,Ethereum,ETH,crypto,25.0000
197,205,2509.0000,5.0000,2026-08-27 10:15:00,13,42,BUY,5.0000,2508.5000,FILLED,2026-08-27 10:00:00,Ethereum,ETH,crypto,5.0000
198,206,144.0000,6.0000,2026-08-27 14:45:00,14,45,BUY,6.0000,143.5000,FILLED,2026-08-27 14:30:00,Procter & Gamble Co.,PG,equity,28.0000
199,207,429.0000,20.0000,2026-08-28 10:30:00,15,47,BUY,20.0000,428.8000,FILLED,2026-08-28 10:15:00,SPDR S&P 500 ETF,SPY,etf,75.0000
200,208,428.2500,9.0000,2026-08-28 15:15:00,1,3,BUY,9.0000,427.8000,FILLED,2026-08-28 15:00:00,Vanguard S&P 500 ETF,VOO,etf,40.0000
201,209,148.0000,5.0000,2026-08-29 10:45:00,2,7,BUY,5.0000,147.5000,FILLED,2026-08-29 10:30:00,Alphabet Inc.,GOOGL,equity,5.0000
202,210,159.0000,8.0000,2026-08-29 14:30:00,3,10,BUY,8.0000,158.5000,FILLED,2026-08-29 14:15:00,Johnson & Johnson,JNJ,equity,20.0000
203,211,2486.0000,4.0000,2026-08-30 10:15:00,4,14,BUY,4.0000,2485.5000,FILLED,2026-08-30 10:00:00,Ethereum,ETH,crypto,15.0000
204,212,242.0000,25.0000,2026-08-30 15:45:00,5,18,BUY,25.0000,241.8000,FILLED,2026-08-30 15:30:00,Vanguard Total Market ETF,VTI,etf,60.0000
205,213,171.5000,3.0000,2026-08-31 11:00:00,6,21,BUY,3.0000,171.2000,FILLED,2026-08-31 10:45:00,Tesla Inc.,TSLA,equity,8.0000
206,214,430.0000,15.0000,2026-08-31 14:35:00,7,24,BUY,15.0000,429.5000,FILLED,2026-08-31 14:20:00,Vanguard Total Market ETF,VTI,etf,45.0000
